,sport_match,location_match,time_match,label,query,venue_id
121,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-033
122,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-033
123,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-033
124,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-034
125,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-034
126,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-035
127,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-035
128,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-035
129,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-036
130,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-036
131,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-036
132,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-036
133,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-036
134,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-037
135,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-037
136,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-037
137,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-038
138,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-038
139,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-038
140,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-039
141,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-039
142,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-040
143,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-040
144,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-040
145,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-040
146,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-040
147,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-041
148,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-041
149,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-041
150,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-041
151,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-041
152,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-042
153,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-042
154,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-042
155,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-042
156,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-043
157,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-043
158,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-043
159,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-043
160,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-044
161,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-044
162,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-044
163,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-045
164,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-045
165,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-046
166,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-046
167,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-046
168,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-046
169,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-046
170,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-047
171,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-047
172,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-047
173,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-047
174,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-047
175,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-048
176,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-048
177,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-048
178,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-048
179,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-048
180,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-049
181,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-049
182,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-049
183,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-049
184,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-049
185,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-050
186,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-050
187,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-050
188,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-050
189,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-050
190,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-051
191,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-051
192,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-052
193,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-052
194,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-052
195,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-052
196,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-053
197,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-053
198,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-053
199,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-054
200,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-054
201,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-054
202,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-054
203,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-054
204,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-055
205,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-055
206,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-055
207,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-056
208,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-056
209,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-057
210,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-057
211,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-057
212,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-058
213,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-058
214,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-058
215,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-059
216,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-059
217,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-059
218,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-059
219,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-060
220,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-060
221,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-061
222,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-061
223,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-061
224,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-062
225,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-062
226,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-062
227,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-062
228,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-063
229,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-063
230,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-063
231,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-064
232,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-064
233,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-065
234,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-065
235,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-065
236,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-065
237,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-066
238,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-066
239,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-067
240,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-067
241,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-067
242,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-067
243,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-067
244,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-068
245,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-068
246,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-068
247,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-069
248,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-069
249,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-069
250,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-070
251,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-070
252,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-070
253,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-071
254,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-071
255,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-071
256,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-071
257,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-071
258,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-072
259,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-072
260,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-072
261,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-072
262,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-072
263,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-073
264,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-073
265,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-073
266,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-073
267,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-073
268,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-074
269,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-074
270,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-075
271,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-075
272,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-075
273,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-076
274,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-076
275,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-076
276,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-076
277,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-077
278,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-077
279,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-077
280,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-077
281,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-077
282,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-078
283,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-078
284,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-079
285,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-079
286,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-080
287,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-080
288,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-080
289,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-080
290,0,2,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-081
291,0,2,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-081
292,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-082
293,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-082
294,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-083
295,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-083
296,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-083
297,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-084
298,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-084
299,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-084
300,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-085
301,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-085
302,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-085
303,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-085
304,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-085
305,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-086
306,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-086
307,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-086
308,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-087
309,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-087
310,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-087
311,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-088
312,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-088
313,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-089
314,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-089
315,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-089
316,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-089
317,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-089
318,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-090
319,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-090
320,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-090
321,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-090
322,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-091
323,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-091
324,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-091
325,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-092
326,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-092
327,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-092
328,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-092
329,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-092
330,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-093
331,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-093
332,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-093
333,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-094
334,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-094
335,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-094
336,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-094
337,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-095
338,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-095
339,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-095
340,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-095
341,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-096
342,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-096
343,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-096
344,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-097
345,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-097
346,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-098
347,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-098
348,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-098
349,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-098
350,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-099
351,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-099
352,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-100
353,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-100
354,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-100
355,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-101
356,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-101
357,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-101
358,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-101
359,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-102
360,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-102
361,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-103
362,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-103
363,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-103
364,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-103
365,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-103
366,0,0,1,0,sân Pickleball ở Quận 7 vào buổi sáng,v-104
